LINK_ID,F_NODE,T_NODE,L1,L2,L3,L4,L5,L6,CHK
3880785800,3880292200,3880292100,3880780600,3880785600,3880839100, , , ,1
3880789500,3880293300,3880293600,3880789700,3880790100, , , , ,1
3880789600,3880293700,3880293600,3880789400,3880790100, , , , ,1
3880789700,3880293600,3880293700,3880789800,3880839900,3880839600, , , ,1
3880789800,3880293700,3880293400,3880788800,3880789000, , , , ,1
3880789900,3880293400,3880293700,3880789600,3880839900,3880839600, , , ,1
3880790000,3880293800,3880293600,3880789400,3880789700, , , , ,1
3880790100,3880293600,3880293800,3880790300,3880790700, , , , ,1
3880790200,3880293900,3880293800,3880790000,3880790700, , , , ,1
3880790300,3880293800,3880293900,3880839800,3880840100, , , , ,1
3880790400,3880294100,3880293500,3880789200,3880839700, , , , ,1
3880790500,3880293500,3880294100,3880790800,3880791300, , , , ,1
3880790600,3880294200,3880293800,3880790000,3880790300, , , , ,1
3880790700,3880293800,3880294200,3880791000,3880792100, , , , ,1
3880823300,3880005800,3880264600,3880823200, , , , , ,2
3880823400,3880264700,3880005102,3880011907,3880012007, , , , ,1
3880823500,3880005102,3880264700,3880823400, , , , , ,2
3880823600,3880264800,3880006400,3880014201,3880013601,3880015705, , , ,1
3880823700,3880006400,3880264800,3880824100,3880716100, , , , ,1
3880823800,3880265200,3880265100,3880824300,3880716400, , , , ,1
3880823900,3880265100,3880265200,3880823800, , , , , ,2
3880824000,3880265300,3880264800,3880823600,3880716100, , , , ,1
3880824100,3880264800,3880265300,3880716600,3880716900, , , , ,1
3880827300,3880002901,3880275400,3880746100, , , , , ,1
3880827400,3880275600,3880275500,3880827700,3880746000, , , , ,1
3880827500,3880275500,3880275600,3880745700,3880745900, , , , ,1
3880827600,3880275900,3880275500,3880827500,3880746000, , , , ,1
3880827700,3880275500,3880275900,3880827600, , , , , ,2
3880827800,3880276300,3880045901,3880121403,3880121502, , , , ,1
3880827900,3880045901,3880276300,3880828500,3880828000,3880746900, , , ,1
3880828000,3880276300,3880046202,3880121204,3880121304, , , , ,1
3880828100,3880046202,3880276300,3880828500,3880827800,3880746900, , , ,1
3880828200,3880276500,3880045701,3880122702,3880122602, , , , ,1
3880828300,3880045701,3880276500,3880747200,3880747500, , , , ,1
3880836500,3880287500,3880288300,3880775800,3880776000,3880776300, , , ,1
3880836600,3880288700,3880045300,3880120000,3880120100, , , , ,1
3880836700,3880045300,3880288700,3880777100,3880777300, , , , ,1
3880836300,3880287900,3880288100,3880775000,3880775500, , , , ,1
3880836400,3880288300,3880287500,3880773800,3880774100, , , , ,1
3880833000,3880283200,3880042501,3880143102,3880143203, , , , ,1
3880833100,3880042501,3880283200,3880833000, , , , , ,2
3880833200,3880283300,3880042500,3880117400,3880143201, , , , ,1
3880833300,3880042500,3880283300,3880833200, , , , , ,2
3880833400,3880283400,3880042502,3880143104,3880143204, , , , ,1
3880833500,3880042502,3880283400,3880765700,3880765900, , , , ,1
3880833600,3880283800,3880042102,3880144102,3880144202,3880766900, , , ,1
3880833700,3880042102,3880283800,3880834100,3880764800, , , , ,1
3880833800,3880284000,3880283900,3880766000,3880766300, , , , ,1
3880833900,3880283900,3880284000,3880834000,3880766500, , , , ,1
3880834000,3880284000,3880283800,3880833600,3880764800, , , , ,1
3880834100,3880283800,3880284000,3880833800,3880766500, , , , ,1
3880834200,3880285000,3880284700,3880767400,3880767700,3880768700, , , ,1
3880834300,3880284700,3880285000,3880834400,3880769500,3880769700, , , ,1
3880834400,3880285000,3880042202,3880143502,3880143602, , , , ,1
3880835800,3880287400,3880003700,3880008700,3880119201,3880007402, , , ,1
3880835900,3880003700,3880287400,3880773900,3880774300, , , , ,1
3880836000,3880287700,3880046300,3880007302,3880007401, , , , ,1
3880836100,3880046300,3880287700,3880774200,3880774500,3880775900, , , ,1
3880836200,3880288100,3880287900,3880774600,3880774900, , , , ,1
3880836800,3880289800,3880002101,3880125402,3880145803, , , , ,1
3880836900,3880002101,3880289800,3880781100,3880781900, , , , ,1
3880837000,3880289900,3880002102,3880125404,3880145804, , , , ,1
3880837100,3880002102,3880289900,3880781000,3880781300, , , , ,1
3880837400,3880290900,3880042301,3880128902,3880129002, , , , ,1
3880837500,3880042301,3880290900,3880837600,3880837800, , , , ,1
3880837600,3880290900,3880042600,3880128201,3880128300, , , , ,1
3880837700,3880042600,3880290900,3880837400,3880837800, , , , ,1
3880837800,3880290900,3880000701,3880002103,3880002202, , , , ,1
3880837900,3880000701,3880290900,3880837400,3880837600, , , , ,1
3880838000,3880291100,3880042401,3880782900,3880128702,3880128802, , , ,1
3880838100,3880042401,3880291100,3880838000, , , , , ,2
3880838200,3880291300,3880000702,3880002105,3880002204, , , , ,1
3880838300,3880000702,3880291300,3880782600, , , , , ,1
3880838400,3880291700,3880291000,3880784200,3880784700, , , , ,1
3880839800,3880293900,3880293700,3880789600,3880789800,3880839600, , , ,1
3880839900,3880293700,3880293900,3880790200,3880840100, , , , ,1
3880840000,3880294000,3880293900,3880790200,3880839800, , , , ,1
3880840100,3880293900,3880294000,3880790900,3880791100,3880792700, , , ,1
3880840200,3880294700,3880056701,3880026504,3880026604, , , , ,1
3880840300,3880056701,3880294700,3880793000,3880793200, , , , ,1
3880840400,3880002001,1450416400,1451077000, , , , , ,1
3880840500,1450416400,3880002001,3880010703,3880010803, , , , ,1
3880840800,3880294800,3880294900,3880841000, , , , , ,1
3880840900,3880294900,3880294800,3851177800, , , , , ,1
3880841000,3880294900,3880001300,3880002900,3880003100, , , , ,1
3880841100,3880001300,3880294900,3880840900, , , , , ,1
3880841200,1400020000,3880041200,3880850301,3880317601, , , , ,1
3880841300,3880041200,1400020000,1400011400, , , , , ,1
3880841400,1400005800,3880003201,3880841700, , , , , ,1
3880841500,1400006000,3880002000,3880010802,3880318200, , , , ,1
3880841600,3880002000,1400006000,1400012300, , , , , ,1
3880841700,3880003201,3880003200,3880841800,3880009800,3880008000, , , ,1
3880841800,3880003200,1400005800,3880841400, , , , , ,1
3880842100,3880057300,3880015600,1960091700, , , , , ,1
3880842300,3880015300,3880014800,3880032700,3880033100, , , , ,1
3880842200,3880014800,3880015300,1960013112, , , , , ,1
1960013107,1960459700,1960084200,1960013206, , , , , ,2
1960013112,3880015300,1960459600,1960013113,1961087500, , , , ,1
1960013113,1960459600,1960459700,1960013107,1961000500, , , , ,1
1960013206,1960084200,1960459700,1960013212,1961000500, , , , ,1
1960013212,1960459700,1960459600,1960013213,1961087500, , , , ,1
1960013213,1960459600,3880015300,3880842300, , , , , ,1
1960013301,3880015100,1960316700,1960013302,1960742900, , , , ,1
1960013302,1960316700,1960006200,1960013401, , , , , ,2
1960013401,1960006200,1960316700,1960013402,1960742900, , , , ,1
1960013402,1960316700,3880015100,3880033200, , , , , ,1
1960092900,1960039600,1960039800,1960093900,1960094100, , , , ,1
1960093000,1960039800,1960039600,1960093200,1960093400,1961041000, , , ,1
1960093100,1960039900,1960039600,1960092900,1960093400,1961041000, , , ,1
1960093200,1960039600,1960039900,1960094400,1960094600, , , , ,1
1960093300,1960040000,1960039600,1960092900,1960093200,1961041000, , , ,1
1960093400,1960039600,1960040000,1960094300,1960094800,1960095000, , , ,1
1960093501,1960040600,1960039702,1960093502,1961037400, , , , ,1
1960092100,1960039300,1960039500,1960092500,1960092700, , , , ,1
1960092200,1960039500,1960039300,1960092300,1960091800, , , , ,1
1960092300,1960039300,1960039700,1960093601,1960093701, , , , ,1
1960092400,1960039700,1960039300,1960092100,1960091800, , , , ,1
1960092500,1960039500,1960039400,1960092600, , , , , ,2
1960091700,3880015600,1960039300,1960092100,1960092300, , , , ,1
1960091800,1960039300,3880015600,3880146100, , , , , ,1
1960092600,1960039400,1960039500,1960092200,1960092700, , , , ,1
1960092700,1960039500,1960040700,1960097600,1960097700, , , , ,1
1960092800,1960040700,1960039500,1960092200,1960092500, , , , ,1
1960093502,1960039702,1960039700,1960092400,1960093701, , , , ,1
1960093601,1960039700,1960039702,1960093602,1961037400, , , , ,1
1960093602,1960039702,1960040600,1960097200,1960097301, , , , ,1
1960093701,1960039700,1960039701,1960093702,1961001000, , , , ,1
1960093702,1960039701,1960044500,1960093801, , , , , ,2
1960093801,1960044500,1960039701,1960093802,1961001000, , , , ,1
1960093802,1960039701,1960039700,1960092400,1960093601, , , , ,1
1960093900,1960039800,1960040100,1960094700,1960095200,1960095300, , , ,1
1960094000,1960040100,1960039800,1960093000,1960094100, , , , ,1
1960094100,1960039800,1960040300,1960095100,1960095900, , , , ,1
1960094200,1960040300,1960039800,1960093000,1960093900, , , , ,1
1960094300,1960040000,1960039900,1960093100,1960094600, , , , ,1
1960094400,1960039900,1960040000,1960093300,1960094800,1960095000, , , ,1
1960094500,1960040200,1960039900,1960093100,1960094400, , , , ,1
1960094600,1960039900,1960040200,1960095600,1960095800, , , , ,1
1960094700,1960040100,1960040000,1960093300,1960094300,1960095000, , , ,1
1960094800,1960040000,1960040100,1960094000,1960095200,1960095300, , , ,1
1960094900,1960040400,1960040000,1960093300,1960094300,1960094800, , , ,1
1960095000,1960040000,1960040400,1960095500,1960096200,1960096400, , , ,1
1960095100,1960040300,1960040100,1960094000,1960094700,1960095300, , , ,1
1960095200,1960040100,1960040300,1960094200,1960095900, , , , ,1
1960095300,1960040100,1960040800,1960096100,1960098200,1960098300, , , ,1
1960095400,1960040800,1960040100,1960094000,1960094700,1960095200, , , ,1
1960095500,1960040400,1960040200,1960094500,1960095800, , , , ,1
1960095600,1960040200,1960040400,1960094900,1960096200,1960096400, , , ,1
1960095700,1960040900,1960040200,1960094500,1960095600, , , , ,1
1960095800,1960040200,1960040900,1960098600,1960098800,1960096500, , , ,1
1960095900,1960040300,1960041300,1960099500,1960099900, , , , ,1
1960096000,1960041300,1960040300,1960094200,1960095100, , , , ,1
1960097200,1960040600,1960041100,1960099401,1960097800, , , , ,1
1960097301,1960040600,1960040601,1960097303,1961088200,1961089000, , , ,1
1960097303,1960040601,1960040602,1960097304,1961086200,1961087200, , , ,1
1960097304,1960040602,1960044300,1960097403, , , , , ,2
1960097402,1960040601,1960040600,1960093501,1960097200, , , , ,1
1960097403,1960044300,1960040602,1960097404,1961086200,1961087200, , , ,1
1960097404,1960040602,1960040601,1960097402,1961088200,1961089000, , , ,1
1960097500,1960041000,1960040700,1960092800,1960097700, , , , ,1
1960097600,1960040700,1960041000,1960099000,1960099100,1960096800, , , ,1
1960097700,1960040700,1960041100,1960099401,1960097100, , , , ,1
1960098600,1960040900,1960041400,1960100200,1960100400,1960096300, , , ,1
1960098700,1960041700,1960040900,1960095700,1960098600,1960096500, , , ,1
1960098800,1960040900,1960041700,1960100500,1960101200,1960101400, , , ,1
1960098900,1960041500,1960041000,1960097500,1960099100,1960096800, , , ,1
1960099000,1960041000,1960041500,1960100600,1960100700,1960097000, , , ,1
1960099100,1960041000,1960041800,1960101600,1960101700, , , , ,1
1960099200,1960041800,1960041000,1960097500,1960099000,1960096800, , , ,1
1960099301,1960042100,1960041101,1960099302,1961089200, , , , ,1
1960099302,1960041101,1960041100,1960097100,1960097800, , , , ,1
1960099401,1960041100,1960041101,1960099402,1961089200, , , , ,1
1960099402,1960041101,1960042100,1960101800,1960102800,1960102901, , , ,1
1960099500,1960041300,1960041200,1960099700,1960098100, , , , ,1
1960099600,1960041200,1960041300,1960096000,1960099900, , , , ,1
1960099700,1960041200,1960042600,1960104100,1960104600,1960104700, , , ,1
1960099800,1960042600,1960041200,1960099600,1960098100, , , , ,1
1960099900,1960041300,1960042800,1960104500,1960105400, , , , ,1
1960100000,1960042800,1960041300,1960096000,1960099500, , , , ,1
1960100100,1960041600,1960041400,1960100400,1960096300,1960098500, , , ,1
1960100200,1960041400,1960041600,1960100900,1960098400, , , , ,1
1960100300,1960041900,1960041400,1960100200,1960096300,1960098500, , , ,1
1960100400,1960041400,1960041900,1960101100,1960102000,1960102200, , , ,1
1960100500,1960041700,1960041500,1960098900,1960100700,1960097000, , , ,1
1960100600,1960041500,1960041700,1960098700,1960101200,1960101400, , , ,1
1960100700,1960041500,1960042000,1960101500,1960102400,1960102500, , , ,1
1960100800,1960042000,1960041500,1960098900,1960100600,1960097000, , , ,1
1960100900,1960041600,1960042500,1960101900,1960104200,1960104300, , , ,1
1960101000,1960042500,1960041600,1960100100,1960098400, , , , ,1
1960101100,1960041900,1960041700,1960098700,1960100500,1960101400, , , ,1
1960101200,1960041700,1960041900,1960100300,1960102000,1960102200, , , ,1
1960101300,1960042400,1960041700,1960098700,1960100500,1960101200, , , ,1
1960101400,1960041700,1960042400,1960102300,1960103800,1960104000, , , ,1
1960101500,1960042000,1960041800,1960099200,1960101700, , , , ,1
1960101600,1960041800,1960042000,1960100800,1960102400,1960102500, , , ,1
1960101700,1960041800,1960042100,1960099301,1960102800,1960102901, , , ,1
1960101800,1960042100,1960041800,1960099200,1960101600, , , , ,1
